Geneid,Chr,Start,End,Strand,Length,ML-sta1_CTTGTA_L005/bowtie1_mapping_ref/ML-sta1_CTTGTA_L005.sorted.bam,ML-exp1_GCCAAT_L006/bowtie1_mapping_ref/ML-exp1_GCCAAT_L006.sorted.bam
gene4654,CU928145.2,4698170,4698487,+,318,3,5
gene4655,CU928145.2,4698556,4698885,+,330,15,14
gene4656,CU928145.2,4699032,4699790,-,759,14,18
gene4657,CU928145.2,4699792,4700226,-,435,26,2
gene4658,CU928145.2,4700213,4700770,-,558,0,0
gene4659,CU928145.2,4700770,4701906,-,1137,1,2
gene4660,CU928145.2,4701903,4702583,-,681,1,0
gene4661,CU928145.2,4702760,4703518,-,759,0,2
gene4662,CU928145.2,4703515,4704360,-,846,2,3
gene4663,CU928145.2,4704353,4705417,-,1065,0,0
gene4664,CU928145.2,4705417,4706001,-,585,0,0
gene4665,CU928145.2,4705998,4706450,-,453,0,0
gene4666,CU928145.2,4706451,4707176,-,726,0,1
gene4667,CU928145.2,4707197,4708039,-,843,0,0
gene4668,CU928145.2,4708082,4709098,-,1017,1,2
gene4669,CU928145.2,4709123,4709911,-,789,0,1
gene4670,CU928145.2,4710044,4710487,-,444,188,22
gene4671,CU928145.2,4710647,4711129,-,483,40,650
gene4672,CU928145.2,4711384,4713612,+,2229,17,793
gene4673,CU928145.2,4713609,4714487,+,879,5,339
gene4674,CU928145.2,4714751,4716253,+,1503,297,341
gene4675,CU928145.2,4716430,4717521,-,1092,8,55
gene4676,CU928145.2,4717531,4718199,-,669,18,51
gene4677,CU928145.2,4718196,4719839,-,1644,18,47
gene4678,CU928145.2,4719943,4721280,-,1338,7,17
gene4679,CU928145.2,4721417,4722178,-,762,5,96
gene4680,CU928145.2,4722503,4724773,-,2271,9,22
gene4681,CU928145.2,4724969,4725877,-,909,35,130
gene4682,CU928145.2,4726160,4727515,+,1356,29,13
gene4683,CU928145.2,4727630,4729039,+,1410,6,65
gene4684,CU928145.2,4729178,4729807,-,630,0,18
gene4685,CU928145.2,4729930,4731576,-,1647,1,11
gene4686,CU928145.2,4731654,4732994,-,1341,1,20
gene4687,CU928145.2,4733565,4734284,-,720,7,107
gene4688,CU928145.2,4734281,4735912,-,1632,10,179
gene4689,CU928145.2,4736093,4736323,+,231,8,13
gene4690,CU928145.2,4736335,4736607,+,273,14,40
gene4691,CU928145.2,4736834,4737130,+,297,8,571
gene4692,CU928145.2,4737158,4737331,+,174,0,297
gene4693,CU928145.2,4737450,4738967,-,1518,95,471
gene4694,CU928145.2,4739204,4740661,-,1458,1,15
gene4695,CU928145.2,4740720,4742867,-,2148,2,60
gene4696,CU928145.2,4742947,4744281,-,1335,1,9
gene4697,CU928145.2,4744647,4746185,-,1539,9,311
gene4698,CU928145.2,4746472,4746690,+,219,0,18
gene4699,CU928145.2,4746934,4747776,-,843,66,238
gene4700,CU928145.2,4747861,4748295,-,435,10,10
gene4701,CU928145.2,4748078,4748566,-,489,0,5
gene4702,CU928145.2,4748563,4749045,-,483,0,3
gene4703,CU928145.2,4748987,4749364,-,378,2,1
gene4704,CU928145.2,4749444,4749665,-,222,4,4
gene4705,CU928145.2,4749752,4750198,-,447,4,3
gene4706,CU928145.2,4750244,4751098,-,855,10,47
gene4707,CU928145.2,4751241,4751567,+,327,56,74
gene4708,CU928145.2,4751564,4752046,+,483,103,113
gene4709,CU928145.2,4752638,4754161,+,1524,345,550
gene4710,CU928145.2,4754165,4754251,+,87,7,8
gene4711,CU928145.2,4754278,4754724,+,447,30,36
gene4712,CU928145.2,4755126,4757405,-,2280,177,215
gene4713,CU928145.2,4757327,4758664,-,1338,185,371
gene4714,CU928145.2,4758661,4760403,-,1743,122,43
gene4715,CU928145.2,4760403,4761350,-,948,100,13
gene4716,CU928145.2,4761351,4763138,-,1788,238,30
gene4717,CU928145.2,4763211,4764404,+,1194,59,35
gene4718,CU928145.2,4764354,4765280,-,927,8,69
gene4719,CU928145.2,4765587,4765784,+,198,136,15
gene4720,CU928145.2,4765771,4765956,-,186,52,31
gene4721,CU928145.2,4766020,4767153,+,1134,78,744
gene4722,CU928145.2,4767202,4767648,-,447,28,31
gene4723,CU928145.2,4767675,4767761,-,87,7,8
gene4724,CU928145.2,4767765,4769288,-,1524,345,550
gene4725,CU928145.2,4769880,4770362,-,483,103,113
gene4726,CU928145.2,4770359,4770685,-,327,56,74
gene4727,CU928145.2,4770914,4771366,-,453,4,22
gene4728,CU928145.2,4771263,4772387,-,1125,8,38
gene4729,CU928145.2,4772454,4772615,-,162,0,0
gene4730,CU928145.2,4772587,4773117,+,531,20,38
gene4731,CU928145.2,4773180,4773398,+,219,12,89
gene4732,CU928145.2,4773549,4777667,-,4119,603,1671
gene4733,CU928145.2,4777832,4778218,-,387,13,58
gene4734,CU928145.2,4778305,4778391,-,87,10,12
gene4735,CU928145.2,4778395,4779918,-,1524,345,550
gene4736,CU928145.2,4780510,4780992,-,483,103,113
gene4737,CU928145.2,4780989,4781315,-,327,56,74
gene4738,CU928145.2,4781960,4782124,-,165,0,8
gene4739,CU928145.2,4782657,4783037,-,381,1,30
gene4740,CU928145.2,4783165,4783332,-,168,2,13
gene4741,CU928145.2,4783512,4783655,-,144,0,1
gene4742,CU928145.2,4784434,4786524,+,2091,48,203
gene4743,CU928145.2,4786758,4786982,+,225,6,33
gene4744,CU928145.2,4787129,4788742,-,1614,80,90
gene4745,CU928145.2,4788948,4789274,+,327,56,74
gene4746,CU928145.2,4789271,4789753,+,483,103,113
gene4747,CU928145.2,4790345,4791868,+,1524,345,548
gene4748,CU928145.2,4791872,4791958,+,87,7,8
gene4749,CU928145.2,4791985,4792431,+,447,25,24
gene4750,CU928145.2,4792434,4792706,-,273,5,51
gene4751,CU928145.2,4792703,4793128,-,426,20,279
gene4752,CU928145.2,4793356,4794270,-,915,3,11
gene4753,CU928145.2,4794357,4795040,-,684,0,3
gene4754,CU928145.2,4794929,4795336,+,408,12,27
gene4755,CU928145.2,4795739,4796488,-,750,8,266
gene4756,CU928145.2,4796367,4800224,-,3858,97,9403
gene4757,CU928145.2,4800585,4801385,-,801,8,18
gene4758,CU928145.2,4801712,4801993,+,282,0,12
gene4759,CU928145.2,4801990,4802355,-,366,17,118
gene4760,CU928145.2,4802695,4806210,-,3516,21,779
gene4761,CU928145.2,4806299,4806562,+,264,168,89
gene4762,CU928145.2,4806663,4807925,-,1263,9,162
gene4763,CU928145.2,4807989,4808237,-,249,20,225
gene4764,CU928145.2,4808123,4808198,-,76,0,0
gene4765,CU928145.2,4808305,4808880,-,576,155,37
gene4766,CU928145.2,4808917,4810614,-,1698,21,66
gene4767,CU928145.2,4810590,4810928,-,339,9,20
gene4768,CU928145.2,4811044,4812345,-,1302,43,780
gene4769,CU928145.2,4812463,4813899,-,1437,863,7951
gene4770,CU928145.2,4814236,4814712,+,477,59,182
gene4771,CU928145.2,4814728,4815984,-,1257,16,22
gene4772,CU928145.2,4816260,4816553,+,294,54,1347
gene4773,CU928145.2,4816597,4818243,+,1647,205,4064
gene4774,CU928145.2,4818381,4818734,+,354,30,69
gene4775,CU928145.2,4818937,4819806,-,870,3,128
gene4776,CU928145.2,4820196,4821224,-,1029,50,99
gene4777,CU928145.2,4821266,4821832,+,567,105,2048
gene4778,CU928145.2,4821884,4822009,+,126,6,65
gene4779,CU928145.2,4822120,4822266,+,147,63835,182
gene4780,CU928145.2,4822441,4822758,+,318,18,68
gene4781,CU928145.2,4822755,4823288,-,534,168,11
gene4782,CU928145.2,4823377,4824510,-,1134,14,48
gene4783,CU928145.2,4824573,4824932,-,360,21,110
gene4784,CU928145.2,4824943,4825338,-,396,11,71
gene4785,CU928145.2,4825349,4826083,-,735,21,139
gene4786,CU928145.2,4826076,4827884,-,1809,63,421
gene4787,CU928145.2,4828209,4829186,+,978,7,62
gene4788,CU928145.2,4829405,4830907,+,1503,16,55
gene4789,CU928145.2,4830959,4831273,+,315,2,9
gene4790,CU928145.2,4831270,4831584,+,315,1,18
gene4791,CU928145.2,4831613,4834936,-,3324,5,103
gene4792,CU928145.2,4834958,4835926,-,969,9,96
gene4793,CU928145.2,4836023,4837075,-,1053,51,203
gene4794,CU928145.2,4837170,4837715,+,546,47,120
gene4795,CU928145.2,4837926,4838001,+,76,249,391
gene4796,CU928145.2,4838038,4838113,+,76,42,622
gene4797,CU928145.2,4838149,4838224,+,76,20,361
gene4798,CU928145.2,4838494,4839633,-,1140,138,144
gene4799,CU928145.2,4839632,4841179,+,1548,128,45
gene4800,CU928145.2,4841151,4841612,+,462,18,11
gene4801,CU928145.2,4841631,4842968,+,1338,63,208
gene4802,CU928145.2,4842978,4844825,+,1848,80,145
gene4803,CU928145.2,4844818,4845768,+,951,516,843
gene4804,CU928145.2,4845854,4846162,+,309,322,3666
gene4805,CU928145.2,4846239,4847519,+,1281,299,438
gene4806,CU928145.2,4847605,4848864,+,1260,197,566
gene4807,CU928145.2,4848867,4849871,+,1005,110,576
gene4808,CU928145.2,4849953,4850150,+,198,1,17
gene4809,CU928145.2,4850254,4851552,+,1299,84,396
gene4810,CU928145.2,4851757,4852182,+,426,58,524
gene4811,CU928145.2,4852221,4854662,+,2442,98,388
gene4812,CU928145.2,4854842,4855573,+,732,7,82
gene4813,CU928145.2,4855700,4856101,+,402,2,6
gene4814,CU928145.2,4856120,4856818,+,699,0,2
gene4815,CU928145.2,4856869,4857528,+,660,4,5
gene4816,CU928145.2,4857546,4857944,+,399,1,1
gene4817,CU928145.2,4857863,4857970,-,108,0,0
gene4818,CU928145.2,4857954,4858592,+,639,0,1
gene4819,CU928145.2,4858595,4859758,+,1164,5,9
gene4820,CU928145.2,4859842,4861467,+,1626,82,9
gene4821,CU928145.2,4861584,4861859,-,276,83,12
gene4822,CU928145.2,4862008,4862337,-,330,301,296
gene4823,CU928145.2,4862519,4863268,+,750,10,20
gene4824,CU928145.2,4863265,4864020,-,756,12,39
gene4825,CU928145.2,4864128,4865192,-,1065,5,8
gene4826,CU928145.2,4865547,4866944,+,1398,1,6
gene4827,CU928145.2,4866960,4867265,+,306,0,5
gene4828,CU928145.2,4867275,4867739,+,465,0,4
gene4829,CU928145.2,4867753,4868403,+,651,3,6
gene4830,CU928145.2,4868413,4869267,+,855,1,5
gene4831,CU928145.2,4869267,4869953,+,687,1,13
gene4832,CU928145.2,4870050,4870601,+,552,3,27
gene4833,CU928145.2,4870676,4870951,-,276,30,2
gene4834,CU928145.2,4871278,4871673,+,396,33,498
gene4835,CU928145.2,4871680,4871994,+,315,20,292
gene4836,CU928145.2,4871999,4872226,+,228,18,311
gene4837,CU928145.2,4872268,4872717,+,450,46,639
gene4838,CU928145.2,4872788,4873582,-,795,4,61
gene4839,CU928145.2,4873929,4874351,+,423,1,0
gene4840,CU928145.2,4874205,4874636,-,432,2,39
gene4841,CU928145.2,4874644,4875852,+,1209,21,354
gene4842,CU928145.2,4875987,4876625,-,639,166,150
gene4843,CU928145.2,4876844,4877464,+,621,66,406
gene4844,CU928145.2,4877773,4879185,+,1413,122,110
gene4845,CU928145.2,4879230,4879892,-,663,9,10
gene4846,CU928145.2,4880000,4880974,-,975,40,12
gene4847,CU928145.2,4881073,4881933,-,861,4,7
gene4848,CU928145.2,4882022,4882402,+,381,196,4
gene4849,CU928145.2,4882531,4884474,-,1944,18,88
gene4850,CU928145.2,4884664,4885404,+,741,738,113
gene4851,CU928145.2,4885394,4885951,-,558,417,67
gene4852,CU928145.2,4886276,4886482,+,207,8552,1606
gene4853,CU928145.2,4886544,4887887,-,1344,43,225
gene4854,CU928145.2,4888210,4888848,-,639,111,54
gene4855,CU928145.2,4889054,4890787,+,1734,68,199
gene4856,CU928145.2,4890784,4894563,+,3780,44,354
gene4857,CU928145.2,4894566,4894907,+,342,93,562
gene4858,CU928145.2,4895119,4895370,+,252,7,4
gene4859,CU928145.2,4895364,4895714,+,351,4,4
gene4860,CU928145.2,4895794,4896324,-,531,385,2620
gene4861,CU928145.2,4896634,4897590,+,957,47,8
gene4862,CU928145.2,4897900,4899402,+,1503,7,10
gene4863,CU928145.2,4899416,4900438,+,1023,3,2
gene4864,CU928145.2,4900425,4901420,+,996,12,13
gene4865,CU928145.2,4901453,4902451,-,999,91,231
gene4866,CU928145.2,4902627,4904000,+,1374,19,139
gene4867,CU928145.2,4904151,4904702,-,552,146,122
gene4868,CU928145.2,4904796,4906148,+,1353,235,109
gene4869,CU928145.2,4906331,4906717,+,387,75,108
gene4870,CU928145.2,4906762,4907226,-,465,7,20
gene4871,CU928145.2,4907384,4909522,-,2139,27,161
gene4872,CU928145.2,4909925,4911580,-,1656,2,571
gene4873,CU928145.2,4911630,4913051,-,1422,1,1897
gene4874,CU928145.2,4913170,4914117,-,948,26,52
gene4875,CU928145.2,4914496,4917192,+,2697,16,61
gene4876,CU928145.2,4917420,4918400,-,981,182,547
gene4877,CU928145.2,4918677,4919063,-,387,29,272
gene4878,CU928145.2,4919136,4919597,-,462,2,4
gene4879,CU928145.2,4919610,4920545,-,936,1,7
gene4880,CU928145.2,4920549,4920683,-,135,3,18
gene4881,CU928145.2,4920964,4921359,-,396,12,7
gene4882,CU928145.2,4921490,4922203,-,714,82,18
gene4883,CU928145.2,4922274,4922867,+,594,5,63
gene4884,CU928145.2,4923012,4923464,+,453,48,688
gene4885,CU928145.2,4923587,4924906,+,1320,6,264
gene4886,CU928145.2,4924903,4925148,+,246,4,27
gene4887,CU928145.2,4925249,4926253,-,1005,1,52
gene4888,CU928145.2,4926415,4926831,+,417,154,2050
gene4889,CU928145.2,4926877,4927380,-,504,4,63
gene4890,CU928145.2,4927573,4928769,+,1197,1,27
gene4891,CU928145.2,4928825,4931680,-,2856,79,360
gene4892,CU928145.2,4931680,4932123,-,444,3,12
gene4893,CU928145.2,4932257,4933768,-,1512,188,364
gene4894,CU928145.2,4934035,4935135,+,1101,93,142
gene4895,CU928145.2,4935135,4936217,+,1083,93,237
gene4896,CU928145.2,4936336,4937838,-,1503,135,19
gene4897,CU928145.2,4937916,4938914,-,999,9,43
gene4898,CU928145.2,4938981,4940300,-,1320,11,19
gene4899,CU928145.2,4940365,4941129,-,765,2,5
gene4900,CU928145.2,4941153,4942184,-,1032,1,8
gene4901,CU928145.2,4942401,4942964,+,564,2,14
gene4902,CU928145.2,4942968,4943987,-,1020,209,6
gene4903,CU928145.2,4944062,4944268,-,207,0,0
gene4904,CU928145.2,4944183,4944267,+,85,0,0
gene4905,CU928145.2,4944529,4945719,+,1191,25,579
gene4906,CU928145.2,4946043,4947542,-,1500,18,40
gene4907,CU928145.2,4947716,4948507,-,792,7,393
gene4908,CU928145.2,4949069,4950718,+,1650,112,1265
gene4909,CU928145.2,4950723,4952048,+,1326,20,334
gene4910,CU928145.2,4952008,4957083,+,5076,71,758
gene4911,CU928145.2,4957121,4957639,+,519,5,169
gene4912,CU928145.2,4957640,4957945,+,306,8,109
gene4913,CU928145.2,4958207,4958800,+,594,22,95
gene4914,CU928145.2,4958859,4959215,-,357,2,153
gene4915,CU928145.2,4959215,4961263,-,2049,19,568
gene4916,CU928145.2,4961205,4962839,-,1635,10,196
gene4917,CU928145.2,4962836,4963921,-,1086,145,469
gene4918,CU928145.2,4964136,4964288,-,153,6,89
gene4919,CU928145.2,4964384,4964557,+,174,0,35
gene4920,CU928145.2,4964554,4964898,+,345,0,18
gene4921,CU928145.2,4964917,4965516,-,600,2,34
gene4922,CU928145.2,4965553,4965711,-,159,0,5
gene4923,CU928145.2,4965708,4965944,-,237,1,42
gene4924,CU928145.2,4966013,4966720,-,708,6,96
gene4925,CU928145.2,4966835,4967302,-,468,22,350
gene4926,CU928145.2,4967357,4967426,-,70,6,31
gene4927,CU928145.2,4967418,4968626,+,1209,179,1385
gene4928,CU928145.2,4968992,4969273,-,282,1,6
gene4929,CU928145.2,4969248,4970456,-,1209,153,1247
gene4930,CU928145.2,4970396,4971535,-,1140,3,43
gene4931,CU928145.2,4970448,4970517,+,70,0,0
gene4932,CU928145.2,4971979,4972299,+,321,0,1
gene4933,CU928145.2,4972181,4972678,+,498,0,0
gene4934,CU928145.2,4972686,4973372,+,687,2,104
gene4935,CU928145.2,4973350,4973976,-,627,17,310
gene4936,CU928145.2,4974007,4975260,+,1254,10,1233
gene4937,CU928145.2,4975373,4976041,-,669,3,96
gene4938,CU928145.2,4976054,4976470,+,417,5,316
gene4939,CU928145.2,4976480,4977688,-,1209,179,1414
gene4940,CU928145.2,4977689,4977750,+,62,1,11
gene4941,CU928145.2,4979387,4980142,-,756,5,17
gene4942,CU928145.2,4980287,4980556,-,270,7,12
gene4943,CU928145.2,4980643,4980951,+,309,23,19
gene4944,CU928145.2,4980948,4981814,+,867,5,25
gene4945,CU928145.2,4981951,4982742,-,792,3,51
gene4946,CU928145.2,4982813,4983634,-,822,15,145
gene4947,CU928145.2,4983672,4984373,-,702,2,320
gene4948,CU928145.2,4984370,4984945,-,576,6,237
gene4949,CU928145.2,4985107,4985910,-,804,27,585
gene4950,CU928145.2,4985699,4986049,+,351,0,3
gene4951,CU928145.2,4986234,4986908,+,675,27,318
gene4952,CU928145.2,4987187,4987963,-,777,18,1218
gene4953,CU928145.2,4987966,4988475,-,510,158,584
gene4954,CU928145.2,4988634,4989155,+,522,0,6
gene4955,CU928145.2,4989073,4989594,+,522,8,37
gene4956,CU928145.2,4989608,4990630,+,1023,6,34
gene4957,CU928145.2,4990627,4991409,+,783,2,19
gene4958,CU928145.2,4991534,4991707,-,174,0,0
gene4959,CU928145.2,4991625,4992356,-,732,0,40
gene4960,CU928145.2,4992698,4992886,-,189,1,9
gene4961,CU928145.2,4993026,4993556,+,531,66,2544
gene4962,CU928145.2,4994306,4994485,-,180,6,50
gene4963,CU928145.2,4995161,4996030,+,870,269,5212
gene4964,CU928145.2,4996027,4996989,-,963,69,436
gene4965,CU928145.2,4997095,4997979,+,885,0,65
gene4966,CU928145.2,4998182,4998862,+,681,4,15
gene4967,CU928145.2,4998905,4999687,+,783,2,7
gene4968,CU928145.2,4999693,4999926,+,234,1,2
gene4969,CU928145.2,5000016,5000834,+,819,1,1
gene4970,CU928145.2,5000926,5001411,+,486,2,2
gene4971,CU928145.2,5001456,5001902,+,447,0,2
gene4972,CU928145.2,5001989,5002210,+,222,1,3
gene4973,CU928145.2,5002290,5002658,+,369,0,9
gene4974,CU928145.2,5002607,5003125,+,519,2,3
gene4975,CU928145.2,5003122,5003610,+,489,0,3
gene4976,CU928145.2,5003258,5003827,+,570,22,40
gene4977,CU928145.2,5003912,5004058,+,147,3,77
gene4978,CU928145.2,5004471,5005478,-,1008,8,15
gene4979,CU928145.2,5005387,5007006,-,1620,2,5
gene4980,CU928145.2,5007016,5008350,-,1335,5,1
gene4981,CU928145.2,5008307,5008633,-,327,3,5
gene4982,CU928145.2,5008968,5009840,-,873,2,18
gene4983,CU928145.2,5010085,5010465,-,381,21,67
gene4984,CU928145.2,5010519,5011022,-,504,25,188
gene4985,CU928145.2,5010941,5011216,-,276,296,1514
gene4986,CU928145.2,5011595,5011744,+,150,627,28
gene4987,CU928145.2,5012004,5012300,+,297,52,123
gene4988,CU928145.2,5012450,5012629,+,180,17,59
gene4989,CU928145.2,5012590,5012769,+,180,0,3
gene4990,CU928145.2,5012734,5012889,-,156,2,7
gene4991,CU928145.2,5012930,5014006,+,1077,39,261
gene4992,CU928145.2,5014057,5014686,-,630,6,56
gene4993,CU928145.2,5014728,5015003,+,276,0,27
gene4994,CU928145.2,5014922,5015425,+,504,1,19
gene4995,CU928145.2,5015597,5016421,-,825,34,120
gene4996,CU928145.2,5016548,5018143,+,1596,5,79
gene4997,CU928145.2,5018143,5018832,+,690,2,20
gene4998,CU928145.2,5018893,5019108,+,216,83,421
gene4999,CU928145.2,5019087,5019308,+,222,3,75
gene5000,CU928145.2,5019316,5019588,-,273,2,65
gene5001,CU928145.2,5019740,5019898,+,159,50,121
gene5002,CU928145.2,5020393,5020686,-,294,2,42
gene5003,CU928145.2,5020729,5020947,-,219,15,58
gene5004,CU928145.2,5021078,5022109,-,1032,31,305
gene5005,CU928145.2,5022380,5022823,+,444,1,990
gene5006,CU928145.2,5022839,5023126,+,288,0,757
gene5007,CU928145.2,5023139,5024395,+,1257,31,3088
gene5008,CU928145.2,5024642,5024896,-,255,12,50
gene5009,CU928145.2,5025112,5025189,+,78,2,19
gene5010,CU928145.2,5025318,5026331,-,1014,23,621
gene5011,CU928145.2,5026343,5027659,-,1317,5,552
gene5012,CU928145.2,5027687,5028634,-,948,20,562
gene5013,CU928145.2,5028910,5029695,+,786,14,330
gene5014,CU928145.2,5029697,5029795,-,99,1,6
gene5015,CU928145.2,5029796,5029912,-,117,3,32
gene5016,CU928145.2,5030879,5032492,-,1614,227,156
gene5017,CU928145.2,5032523,5032873,-,351,4,60
gene5018,CU928145.2,5032870,5033295,-,426,21,278
gene5019,CU928145.2,5033434,5033562,+,129,16,32
gene5020,CU928145.2,5033743,5034426,-,684,66,316
gene5021,CU928145.2,5034645,5035937,-,1293,21,147
gene5022,CU928145.2,5035985,5037988,-,2004,83,156
gene5023,CU928145.2,5038136,5039275,-,1140,23,214
gene5024,CU928145.2,5039456,5040400,-,945,44,205
gene5025,CU928145.2,5040465,5041415,-,951,14,274
gene5026,CU928145.2,5041420,5042508,-,1089,5,1004
gene5027,CU928145.2,5042511,5043332,-,822,23,3076
gene5028,CU928145.2,5043497,5043841,+,345,1,4
gene5029,CU928145.2,5043897,5044322,+,426,18,56
gene5030,CU928145.2,5044914,5046437,+,1524,345,550
gene5031,CU928145.2,5046441,5046527,+,87,6,8
gene5032,CU928145.2,5046590,5046766,+,177,2,8
gene5033,CU928145.2,5046835,5047005,+,171,1,6
gene5034,CU928145.2,5046932,5047345,+,414,11,9
gene5035,CU928145.2,5047903,5048670,-,768,1,28
gene5036,CU928145.2,5048474,5048638,+,165,0,0
gene5037,CU928145.2,5048671,5049627,-,957,4,37
gene5038,CU928145.2,5049624,5050622,-,999,1,61
gene5039,CU928145.2,5050619,5051521,-,903,6,62
gene5040,CU928145.2,5051566,5053890,-,2325,13,199
gene5041,CU928145.2,5053977,5054930,-,954,7,15
gene5042,CU928145.2,5054927,5055448,-,522,69,87
gene5043,CU928145.2,5056786,5056995,-,210,4,54
gene5044,CU928145.2,5057359,5058732,+,1374,8,32
gene5045,CU928145.2,5058971,5060356,-,1386,12,56
gene5046,CU928145.2,5060406,5060753,-,348,1,2
gene5047,CU928145.2,5060750,5061151,-,402,0,4
gene5048,CU928145.2,5061485,5062006,-,522,5,0
gene5049,CU928145.2,5061907,5062314,-,408,0,0
gene5050,CU928145.2,5062568,5063173,-,606,1,1
gene5051,CU928145.2,5063878,5064054,-,177,7,1
gene5052,CU928145.2,5064355,5064621,-,267,4,3
gene5053,CU928145.2,5064567,5064968,+,402,2,1
gene5054,CU928145.2,5065048,5065665,+,618,1,5
gene5055,CU928145.2,5065837,5066034,+,198,1,12
gene5056,CU928145.2,5066866,5067543,+,678,39,54
gene5057,CU928145.2,5067554,5068057,-,504,23,182
gene5058,CU928145.2,5067976,5068251,-,276,27,844
gene5059,CU928145.2,5068309,5068476,+,168,2,3
gene5060,CU928145.2,5068650,5069993,-,1344,2,16
gene5061,CU928145.2,5070073,5070381,+,309,0,0
gene5062,CU928145.2,5070333,5071517,+,1185,14,59
gene5063,CU928145.2,5071598,5073058,+,1461,7,42
gene5064,CU928145.2,5073273,5074046,+,774,69,108
gene5065,CU928145.2,5074187,5075017,-,831,2,10
gene5066,CU928145.2,5075580,5075723,+,144,266,9
gene5067,CU928145.2,5075689,5076081,+,393,2,49
gene5068,CU928145.2,5076074,5076985,-,912,11,48
gene5069,CU928145.2,5077050,5078222,-,1173,10,46
gene5070,CU928145.2,5078235,5078696,-,462,0,6
gene5071,CU928145.2,5078693,5079376,-,684,0,3
gene5072,CU928145.2,5079626,5080180,+,555,3,17
gene5073,CU928145.2,5080193,5081371,-,1179,55,14
gene5074,CU928145.2,5081439,5082299,-,861,7,34
gene5075,CU928145.2,5082364,5082621,-,258,6,9
gene5076,CU928145.2,5082618,5083385,-,768,0,6
gene5077,CU928145.2,5083395,5084546,-,1152,11,5
gene5078,CU928145.2,5084662,5085942,-,1281,295,26
gene5079,CU928145.2,5085983,5087215,-,1233,17,20
gene5080,CU928145.2,5087682,5088638,+,957,20,95
gene5081,CU928145.2,5088881,5090293,-,1413,15,21
